date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:55:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:55%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-d-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-d-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:55%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-d-l-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-d-l-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:55%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-d-r-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-d-r-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:55%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-l-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-l-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:56%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-r-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-r-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:56%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-u-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-u-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:56%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-u-l-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-u-l-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:56%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/arrow-u-r-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/arrow-u-r-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:57%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/audio-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/audio-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:57%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/back-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/back-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:57%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/bars-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/bars-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:57	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:57%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/bullets-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/bullets-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:57	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:57%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/calendar-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/calendar-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:57	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:58%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/camera-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/camera-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:57	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:58%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/carat-d-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/carat-d-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:57	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:58%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/carat-l-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/carat-l-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:58	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:58%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/carat-r-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/carat-r-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:58	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:59%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/carat-u-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/carat-u-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:58	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:59%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/check-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/check-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:58	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:59%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/clock-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/clock-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:58	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:59%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/cloud-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/cloud-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:59	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:25:59%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/comment-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/comment-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:59	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:00%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/delete-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/delete-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:59	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:00%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/edit-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/edit-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:55:59	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:00%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/eye-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/eye-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:00	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:00%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/forbidden-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/forbidden-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:00	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:01%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/forward-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/forward-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:00	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:01%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/gear-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/gear-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:00	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:01%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/grid-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/grid-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:00	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:01%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/heart-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/heart-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:01	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:01%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/home-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/home-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:01	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:02%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/info-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/info-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:01	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:02%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/location-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/location-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:01	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:02%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/lock-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/lock-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:02	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:02%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/mail-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/mail-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:02	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:02%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/minus-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/minus-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:02	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:03%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/navigation-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/navigation-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:02	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:03%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/phone-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/phone-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:02	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:03%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/plus-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/plus-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:03	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:03%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/power-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/power-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:03	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:04%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/recycle-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/recycle-black.73.delayed	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:03	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:04%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/refresh-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/refresh-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:03	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:04%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/search-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/search-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:04	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:04%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/shop-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/shop-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:04	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:04%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/star-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/star-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:04	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:05%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/tag-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/tag-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:04	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:05%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/user-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/user-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:04	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:05%20GMT	http://www.visualpath.in/devopstutorials/css/images/icons-png/video-black.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/icons-png/video-black.png	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:05	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:05%20GMT	http://www.visualpath.in/devopstutorials/css/images/ajax-loader.gif	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/images/ajax-loader.gif	(from http://www.visualpath.in/devopstutorials/css/jquery.mobile-1.4.5.min.css)
00:56:06	20766/20766	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	http://maxcdn.bootstrapcdn.com/font-awesome/4.1.0/css/font-awesome.min.css	C:/jenklly/mytrials/ops/visualpath/visualpath/maxcdn.bootstrapcdn.com/font-awesome/4.1.0/css/font-awesome.min.css	(from http://www.visualpath.in/devopstutorials/index.html)
00:56:08	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:09%20GMT	http://www.visualpath.in/devopstutorials/js/custom.js	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/js/custom.7f.delayed	(from http://www.visualpath.in/devopstutorials/index.html)
00:56:08	9281/9281	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Dec%202017%2012:25:22%20GMT	http://www.visualpath.in/devopstutorials/index	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/index-2.html	(from http://www.visualpath.in/devopstutorials/index.html)
00:56:08	8528/8528	---M--	200	added ('OK')	text/html	date:Wed,%2029%20Nov%202017%2009:58:02%20GMT	http://www.visualpath.in/devopstutorials/contact	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/contact.html	(from http://www.visualpath.in/devopstutorials/index.html)
00:56:13	200143/200143	---M-Z	200	added ('OK')	application/javascript	etag:W/%225453e086-30dcf%22	https://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.js	C:/jenklly/mytrials/ops/visualpath/visualpath/code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.js	(from http://www.visualpath.in/devopstutorials/index.html)
00:56:52	1081743/1081743	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Nov%202017%2000:44:42%20GMT	http://www.visualpath.in/devopstutorials/img/dev4_home.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/dev4_home.png	(from http://www.visualpath.in/devopstutorials/css/styles.css)
00:56:52	0/-1	---M--	302	error ('')			http://www.visualpath.in/devopstutorials/js/custom.js	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/js/custom.82.delayed	(from http://www.visualpath.in/devopstutorials/index)
00:56:52	0/-1	---M--	302	error ('')			http://www.visualpath.in/devopstutorials/js/custom.js	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/js/custom.83.delayed	(from http://www.visualpath.in/devopstutorials/contact)
00:56:52	23739/23739	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	http://maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	C:/jenklly/mytrials/ops/visualpath/visualpath/maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	(from http://www.visualpath.in/devopstutorials/contact)
00:56:52	117150/117150	---M-Z	200	added ('OK')	text/css	etag:%221544639647%22	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.2/css/bootstrap.min.css	C:/jenklly/mytrials/ops/visualpath/visualpath/maxcdn.bootstrapcdn.com/bootstrap/3.3.2/css/bootstrap.min.css	(from http://www.visualpath.in/devopstutorials/contact)
00:56:53	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:53%20GMT	http://www.visualpath.in/devopstutorials/css/animate.css	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/animate.86.delayed	(from http://www.visualpath.in/devopstutorials/contact)
00:56:53	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:54%20GMT	http://www.visualpath.in/devopstutorials/css/style.default.css	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/style.default.css	(from http://www.visualpath.in/devopstutorials/contact)
00:56:53	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:54%20GMT	http://www.visualpath.in/devopstutorials/css/custom.css	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/custom.css	(from http://www.visualpath.in/devopstutorials/contact)
00:56:53	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:54%20GMT	http://www.visualpath.in/devopstutorials/img/favicon.ico	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/favicon.ico	(from http://www.visualpath.in/devopstutorials/contact)
00:56:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:54%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:54%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-57x57.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-57x57.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:55%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-72x72.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-72x72.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:55%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-76x76.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-76x76.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:54	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:55%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-114x114.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-114x114.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:55%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-120x120.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-120x120.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:56%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-144x144.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-144x144.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:55	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:56%20GMT	http://www.visualpath.in/devopstutorials/img/apple-touch-icon-152x152.png	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/apple-touch-icon-152x152.png	(from http://www.visualpath.in/devopstutorials/contact)
00:56:55	8528/8528	---M--	200	added ('OK')	text/html	date:Wed,%2029%20Nov%202017%2009:58:02%20GMT	http://www.visualpath.in/devopstutorials/contact.html	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/contact-2.html	(from http://www.visualpath.in/devopstutorials/contact)
00:56:56	0/-1	---M--	302	error ('')			http://www.visualpath.in/devopstutorials/js/custom.js	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/js/custom.93.delayed	(from http://www.visualpath.in/devopstutorials/contact.html)
00:56:56	0/-1	---M--	302	error ('')			http://www.visualpath.in/devopstutorials/css/animate.css	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/animate.94.delayed	(from http://www.visualpath.in/devopstutorials/contact.html)
00:56:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:56%20GMT	http://www.visualpath.in/devopstutorials/css/style.default.css	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/style.default.css	(from http://www.visualpath.in/devopstutorials/contact.html)
00:56:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:57%20GMT	http://www.visualpath.in/devopstutorials/css/custom.css	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/css/custom.css	(from http://www.visualpath.in/devopstutorials/contact.html)
00:56:56	219/219	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Dec%202019%2019:26:57%20GMT	http://www.visualpath.in/devopstutorials/img/favicon.ico	C:/jenklly/mytrials/ops/visualpath/visualpath/www.visualpath.in/devopstutorials/img/favicon.ico	(from http://www.visualpath.in/devopstutorials/contact.html)
